alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
suspicious_login,0.3244,0.159,2,0,medium,0.4409,low
malware,0.4218,0.2394,2,0,medium,0.2693,medium
other,0.0839,0.1527,0,0,low,0.4141,low
other,0.0,0.0598,2,0,medium,0.905,medium
brute_force,0.0726,0.0,3,0,high,0.9135,medium
other,0.3556,0.2983,6,1,medium,0.6215,medium
malware,0.3113,0.0,11,1,low,0.7485,medium
suspicious_login,0.0,0.0,12,0,medium,0.86,low
data_exfil,0.086,0.0094,2,0,medium,0.8035,low
malware,0.2067,0.2091,1,0,high,0.601,medium
data_exfil,0.2779,0.2782,1,0,low,0.3092,low
other,0.629,0.6914,5,1,low,0.9658,medium
other,0.1995,0.3371,2,0,high,0.6126,medium
other,0.1947,0.052,1,0,medium,0.4713,medium
suspicious_login,0.2093,0.1249,5,0,medium,0.4487,medium
suspicious_login,0.7727,0.6207,9,0,medium,0.7129,high
brute_force,0.5433,0.3425,4,1,low,0.4377,medium
other,0.0272,0.0,6,0,high,0.1994,high
brute_force,0.0,0.1078,9,0,low,0.9386,low
brute_force,0.2587,0.1753,5,0,high,0.6573,high
data_exfil,0.5667,0.4977,4,0,low,0.6739,medium
brute_force,0.3731,0.2443,4,0,high,0.6436,high
suspicious_login,0.0585,0.0,8,0,low,0.4299,low
brute_force,0.3014,0.587,9,0,low,0.6386,low
malware,0.3188,0.0492,5,0,low,0.269,low
brute_force,0.4862,0.6491,2,0,medium,0.5817,medium
malware,0.2982,0.2618,5,0,low,0.3536,low
malware,0.2567,0.4017,18,0,medium,0.3024,high
other,0.3814,0.0,11,0,high,0.6469,high
data_exfil,0.7834,0.4575,1,1,low,0.5573,medium
brute_force,0.0871,0.0,1,0,medium,0.399,medium
suspicious_login,0.6183,0.8099,7,0,medium,0.7714,medium
brute_force,0.3745,0.4404,15,0,medium,0.4159,medium
data_exfil,0.0791,0.0,2,1,medium,0.4973,medium
malware,0.0811,0.351,3,0,medium,0.6982,medium
data_exfil,0.1411,0.1298,2,0,high,0.6272,high
brute_force,0.7408,0.6825,3,1,low,0.7108,medium
data_exfil,0.4241,0.2317,0,0,medium,0.8801,low
malware,0.4137,0.2602,14,0,low,0.659,low
brute_force,0.2746,0.1189,4,1,low,0.6036,medium
data_exfil,0.2543,0.4402,2,0,high,0.6938,medium
suspicious_login,0.2348,0.2951,2,0,low,0.4295,medium
suspicious_login,0.431,0.3574,12,0,low,0.7001,medium
data_exfil,0.1343,0.5131,11,0,high,0.5554,high
brute_force,0.2395,0.2815,2,0,low,0.5043,medium
data_exfil,0.2995,0.3205,4,1,medium,0.8559,high
data_exfil,0.447,0.2093,9,1,high,0.5481,high
brute_force,0.6177,0.2773,1,0,low,0.6325,low
suspicious_login,0.6027,0.6984,2,0,low,0.5236,low
data_exfil,0.0345,0.0586,9,1,medium,0.9565,medium
brute_force,0.3698,0.5524,4,0,high,0.7249,high
other,0.6003,0.9188,11,0,low,0.5417,medium
brute_force,0.3351,0.4347,2,0,medium,0.3402,medium
malware,0.2994,0.1368,2,0,low,0.5096,low
brute_force,0.5678,0.4263,10,1,low,0.6247,medium
data_exfil,0.0,0.1789,11,1,high,0.5693,high
other,0.5123,0.048,3,0,medium,0.8231,medium
brute_force,0.0489,0.2447,1,0,medium,0.7992,low
brute_force,0.2835,0.3568,2,0,low,0.8959,low
suspicious_login,0.2211,0.2697,2,1,medium,0.2647,medium
suspicious_login,0.3166,0.0905,1,0,high,0.9288,low
suspicious_login,0.123,0.2861,11,0,medium,0.8894,medium
other,0.0248,0.0,10,0,medium,0.3914,high
suspicious_login,0.0,0.0757,1,1,high,0.6027,medium
data_exfil,0.5799,0.6595,1,0,high,0.7371,medium
malware,0.335,0.6448,1,0,medium,0.2173,medium
malware,0.8919,0.7401,2,0,low,0.522,medium
other,0.2244,0.1076,1,1,low,0.8005,medium
data_exfil,0.4896,0.5072,3,0,low,0.4729,medium
other,0.6211,0.4162,1,1,low,0.8247,medium
brute_force,0.4851,0.3184,1,0,medium,0.7904,medium
brute_force,0.518,0.4047,8,0,medium,0.4473,medium
other,0.741,0.5773,2,0,medium,0.5579,medium
brute_force,0.4424,0.3182,11,0,medium,0.2314,high
brute_force,0.0937,0.5435,1,0,high,0.3974,medium
other,0.0,0.0,5,1,medium,0.8186,medium
suspicious_login,0.2606,0.6756,2,0,high,0.6155,high
suspicious_login,0.734,0.7067,4,1,medium,0.8321,high
data_exfil,0.0482,0.2078,1,0,medium,0.5841,medium
suspicious_login,0.3915,0.3756,10,1,high,0.4038,high
brute_force,0.2893,0.1639,5,0,high,0.2714,high
malware,0.2063,0.1215,7,0,high,0.5357,medium
suspicious_login,0.2347,0.0659,1,0,low,0.4343,low
brute_force,0.2918,0.2461,1,0,low,0.3301,low
malware,0.0,0.4363,0,0,high,0.6567,medium
data_exfil,0.5886,0.5678,1,0,low,0.6691,low
data_exfil,0.4874,0.5691,2,0,low,0.6626,low
data_exfil,0.7014,0.8507,3,0,low,0.7057,medium
brute_force,0.1755,0.1971,1,0,medium,0.456,low
brute_force,0.0411,0.5441,1,0,medium,0.4955,medium
suspicious_login,0.2584,0.364,7,0,low,0.9029,low
brute_force,0.2659,0.3459,17,0,high,0.8474,high
malware,0.2822,0.0,2,0,medium,0.6721,low
malware,0.0953,0.16,7,0,high,0.4645,high
other,0.3591,0.4275,0,0,low,0.5664,low
other,0.3002,0.2704,8,0,low,0.6715,medium
brute_force,0.5221,0.2163,1,1,medium,0.5903,medium
brute_force,0.0,0.0,3,0,low,0.7969,low
data_exfil,0.4861,0.3932,4,0,low,0.8364,medium
other,0.0,0.0164,4,0,medium,0.2095,medium
suspicious_login,0.1897,0.0,2,0,low,0.1919,low
brute_force,0.7294,0.4932,4,0,low,0.4229,medium
data_exfil,0.6618,0.5322,5,1,high,0.6424,high
suspicious_login,0.1176,0.0,10,0,low,0.3056,low
data_exfil,0.3781,0.3228,5,0,medium,0.797,medium
suspicious_login,0.4547,0.336,2,0,high,0.7804,high
malware,0.0,0.2195,4,0,medium,0.439,medium
brute_force,0.1394,0.0074,11,1,low,0.433,low
other,0.3537,0.4077,12,0,medium,0.1673,medium
other,0.4966,0.4067,11,0,high,0.3155,high
data_exfil,0.2003,0.1352,2,0,low,0.7042,low
malware,0.1538,0.0675,2,0,high,0.6129,medium
data_exfil,0.8337,0.637,8,0,low,0.4827,medium
suspicious_login,0.0776,0.2872,0,0,high,0.9489,medium
brute_force,0.3461,0.0831,8,0,medium,0.6178,medium
data_exfil,0.2125,0.3109,2,0,medium,0.3103,medium
brute_force,0.1346,0.188,3,0,medium,0.4685,medium
brute_force,0.0,0.0812,1,0,high,0.8522,low
other,0.5652,0.485,4,0,medium,0.9333,high
data_exfil,0.3922,0.4819,1,1,low,0.6729,medium
suspicious_login,0.586,0.4959,2,0,medium,0.8247,medium
suspicious_login,0.0514,0.4054,12,0,medium,0.8515,low
other,0.3977,0.3275,9,0,high,0.8206,high
brute_force,0.1255,0.0,8,0,medium,0.3697,medium
malware,0.8326,0.4974,1,1,low,0.5435,medium
suspicious_login,0.3805,0.4975,8,0,high,0.7135,high
malware,0.1876,0.3358,12,0,high,0.5071,high
data_exfil,0.0,0.3467,10,1,medium,0.797,medium
brute_force,0.4108,0.6485,5,1,low,0.6178,medium
suspicious_login,0.1281,0.2544,2,0,high,0.6139,medium
other,0.6516,0.4745,8,0,high,0.3975,high
suspicious_login,0.3753,0.052,4,0,low,0.5428,medium
brute_force,0.1265,0.4039,12,0,high,0.3096,high
malware,0.0558,0.127,2,0,low,0.6518,low
brute_force,0.1191,0.1395,8,1,medium,0.8556,medium
other,0.0,0.0,7,0,low,0.852,low
brute_force,0.5124,0.4182,1,0,low,0.6141,low
data_exfil,0.0,0.0904,6,0,low,0.5406,low
brute_force,0.2988,0.2466,1,1,high,0.537,medium
brute_force,0.3833,0.2797,4,0,low,0.7182,low
data_exfil,0.0846,0.0442,3,0,low,0.2069,low
data_exfil,0.1366,0.0,2,0,low,0.7924,low
suspicious_login,0.5855,0.1603,1,0,medium,0.4907,low
malware,0.3571,0.4254,3,0,low,0.3758,low
brute_force,0.2952,0.5171,5,0,high,0.2594,high
other,0.2292,0.3877,2,0,low,0.7031,low
other,0.2912,0.4716,7,0,medium,0.3719,medium
suspicious_login,0.6343,0.7277,3,0,medium,0.1995,high
data_exfil,0.0078,0.4583,2,1,low,0.5269,medium
suspicious_login,0.6401,0.3932,2,0,medium,0.4151,medium
suspicious_login,0.0,0.0898,2,0,high,0.7753,medium
data_exfil,0.3242,0.3339,3,0,high,0.8303,high
brute_force,0.2361,0.1291,6,0,medium,0.1624,medium
suspicious_login,0.3907,0.5305,2,0,low,0.7245,medium
suspicious_login,0.455,0.2803,11,1,high,0.6593,high
brute_force,0.2074,0.3062,4,0,high,0.7893,high
suspicious_login,0.0783,0.2883,1,0,low,0.7668,low
other,0.0733,0.0,1,0,medium,0.4668,medium
malware,0.0489,0.1922,3,1,low,0.7797,medium
other,0.1218,0.062,4,0,high,0.3322,medium
suspicious_login,0.2037,0.2972,3,0,low,0.6432,low
other,0.9729,0.621,4,0,low,0.5533,medium
malware,0.2675,0.0,6,0,medium,0.4567,medium
data_exfil,0.3649,0.2264,12,0,low,0.9393,low
other,0.2589,0.2365,11,0,low,0.6882,medium
suspicious_login,0.0,0.2061,3,1,low,0.3567,medium
data_exfil,0.3617,0.4532,13,0,medium,0.429,medium
suspicious_login,0.0677,0.2127,0,0,medium,0.1613,medium
data_exfil,0.2896,0.3663,14,0,medium,0.7853,medium
data_exfil,0.2351,0.3748,2,0,high,0.6701,medium
suspicious_login,0.2831,0.0826,1,0,medium,0.8634,medium
other,0.0871,0.4526,4,1,medium,0.4309,medium
data_exfil,0.5926,0.3894,10,1,high,0.1961,high
data_exfil,0.2619,0.1489,3,0,medium,0.9501,medium
data_exfil,0.7758,0.5828,16,0,high,0.3775,high
other,0.3515,0.2818,12,0,medium,0.171,medium
suspicious_login,0.0012,0.2197,12,1,medium,0.8108,medium
data_exfil,0.012,0.0,14,1,medium,0.8734,medium
data_exfil,0.1766,0.5188,12,1,high,0.9791,high
suspicious_login,0.1936,0.0,0,0,medium,0.6514,medium
malware,0.197,0.2496,1,1,low,0.6931,medium
brute_force,0.0621,0.56,9,0,medium,0.4721,high
suspicious_login,0.3568,0.1401,2,0,low,0.824,low
brute_force,0.455,0.4881,1,0,medium,0.2941,medium
other,0.2489,0.1089,4,0,medium,0.8824,medium
other,0.6404,0.3783,0,1,medium,0.4569,medium
suspicious_login,0.1909,0.1508,2,0,medium,0.4334,medium
malware,0.4774,0.3197,0,1,medium,0.7552,medium
brute_force,0.5774,0.5521,1,0,low,0.3673,medium
suspicious_login,0.187,0.0,11,0,low,0.4882,medium
data_exfil,0.181,0.2128,14,0,low,0.688,low
brute_force,0.5842,0.3383,16,0,medium,0.0748,medium
brute_force,0.2242,0.0881,8,0,high,0.944,high
other,0.1701,0.1389,2,0,high,0.7766,high
malware,0.3804,0.3129,11,0,high,0.354,high
malware,0.4275,0.2744,3,0,high,0.5289,medium
data_exfil,0.8506,0.4272,17,0,medium,0.3158,medium
other,0.4318,0.382,5,0,low,0.9183,low
malware,0.3535,0.2944,7,1,low,0.585,medium
malware,0.0,0.0571,6,1,high,0.2591,high
brute_force,0.5037,0.7262,8,0,high,0.5996,high
suspicious_login,0.1903,0.2648,17,0,low,0.7715,low
data_exfil,0.3337,0.406,2,0,medium,0.7397,medium
brute_force,0.2526,0.0988,2,0,low,0.5699,low
other,0.4274,0.1131,1,0,medium,0.9159,medium
malware,0.3104,0.1826,0,0,medium,0.7424,medium
data_exfil,0.2211,0.3581,8,0,low,0.8025,low
malware,0.5568,0.1725,1,0,low,0.5445,low
other,0.3164,0.1778,0,0,high,0.6731,medium
brute_force,0.0747,0.2298,1,0,low,0.3803,low
malware,0.0988,0.0,2,0,medium,0.3835,low
malware,0.3865,0.4496,7,0,medium,0.5105,medium
data_exfil,0.0593,0.0,14,0,high,0.4281,medium
brute_force,0.4194,0.2953,5,1,medium,0.8034,high
malware,0.394,0.7045,0,0,medium,0.3851,medium
brute_force,0.4401,0.3007,3,1,low,0.7901,medium
malware,0.5058,0.2041,5,0,low,0.617,medium
suspicious_login,0.2169,0.505,3,0,low,0.8278,low
data_exfil,0.2894,0.1237,0,0,medium,0.5109,medium
other,0.3681,0.3525,0,0,medium,0.6901,medium
other,0.5976,0.0,2,1,low,0.8336,medium
other,0.3524,0.0986,7,0,low,0.6204,medium
brute_force,0.5531,0.4411,1,0,medium,0.7678,high
data_exfil,0.1704,0.0872,6,0,low,0.5073,low
malware,0.3052,0.3036,2,0,medium,0.9184,medium
brute_force,0.0,0.0,5,0,low,0.9073,low
malware,0.2525,0.31,7,0,low,0.2318,medium
brute_force,0.9057,0.4498,2,0,medium,0.6132,high
suspicious_login,0.5017,0.3573,0,0,low,0.7044,low
other,0.381,0.3495,3,1,low,0.4063,medium
brute_force,0.5327,0.3037,2,0,medium,0.6708,medium
malware,0.7744,0.416,2,0,low,0.7562,low
malware,0.0,0.1197,2,0,low,0.8015,low
brute_force,0.6353,0.4416,1,0,low,0.824,low
suspicious_login,0.2021,0.3046,2,0,medium,0.5144,medium
data_exfil,0.426,0.1594,4,0,medium,0.6733,low
other,0.1599,0.2606,7,1,high,0.2763,high
brute_force,0.5121,0.0,1,0,high,0.967,low
malware,0.482,0.4369,0,0,medium,0.3417,medium
suspicious_login,0.1445,0.5244,2,1,low,0.3576,medium
brute_force,0.1286,0.3404,11,0,low,0.5962,low
suspicious_login,0.1694,0.0,5,0,high,0.6722,medium
brute_force,0.4361,0.399,0,0,low,0.5303,low
brute_force,1.0,0.7482,2,0,low,0.4095,medium
brute_force,0.272,0.1675,2,0,medium,0.5346,medium
other,0.4768,0.3913,1,1,medium,0.3995,medium
other,0.4139,0.3696,4,1,low,0.637,medium
data_exfil,0.254,0.0,0,0,low,0.3557,low
suspicious_login,0.4422,0.2337,10,0,high,0.4748,high
brute_force,0.2988,0.1094,5,0,low,0.6152,low
suspicious_login,0.5549,0.4065,11,0,medium,0.8259,medium
brute_force,0.3291,0.2329,18,0,medium,0.5674,medium
malware,0.5186,0.3345,3,0,low,0.8838,medium
brute_force,0.4393,0.2368,2,0,low,0.3391,low
data_exfil,0.4284,0.4096,0,0,medium,0.6082,medium
brute_force,0.0,0.2422,1,0,low,0.8368,low
other,0.4565,0.3049,1,0,medium,0.8394,medium
other,0.3262,0.6767,18,0,medium,0.6079,high
other,0.2664,0.4952,1,0,high,0.718,medium
brute_force,0.0379,0.2333,3,0,low,0.288,medium
other,0.0338,0.0,1,0,low,0.5863,low
suspicious_login,0.2091,0.0756,1,0,medium,0.8313,medium
data_exfil,0.0,0.1448,18,0,medium,0.8606,low
malware,0.4752,0.3896,3,0,high,0.7041,high
other,0.1807,0.4213,0,0,low,0.6031,low
data_exfil,0.0764,0.0,11,0,low,0.4717,low
malware,0.0,0.0,6,0,high,0.7162,medium
suspicious_login,0.4128,0.645,3,0,high,0.6205,high
data_exfil,0.0,0.3791,0,0,low,0.556,low
brute_force,0.1723,0.154,6,0,medium,0.6716,medium
malware,0.3122,0.3904,3,1,medium,0.6903,medium
other,0.0,0.0496,2,0,low,0.3727,low
other,0.1986,0.1274,12,0,medium,0.3383,medium
suspicious_login,0.0678,0.0,1,1,low,0.3995,low
data_exfil,0.2035,0.6893,1,0,medium,0.5979,medium
suspicious_login,0.3499,0.3324,16,0,low,0.3851,low
suspicious_login,0.3543,0.3334,0,0,low,0.4329,low
data_exfil,0.0639,0.1917,7,0,medium,0.4297,low
suspicious_login,0.0,0.0314,6,0,medium,0.4483,medium
other,0.312,0.3457,1,0,low,0.9052,low
malware,0.2059,0.2894,0,1,medium,0.3416,medium
brute_force,0.2345,0.4504,4,1,medium,0.1886,medium
brute_force,0.1326,0.073,10,1,medium,0.8664,medium
brute_force,0.5716,0.4406,1,0,low,0.6317,low
suspicious_login,0.3555,0.4763,0,0,low,0.8832,low
brute_force,0.6769,0.2409,0,0,medium,0.6828,low
data_exfil,0.2646,0.2725,2,0,low,0.5586,medium
suspicious_login,0.0,0.0,1,0,medium,0.3936,low
brute_force,0.0916,0.1938,2,0,medium,0.9249,medium
suspicious_login,0.3633,0.1951,3,0,medium,0.5795,medium
data_exfil,0.4524,0.3856,1,0,low,0.8256,low
data_exfil,0.4299,0.3996,0,0,medium,0.4545,medium
data_exfil,0.1795,0.0,13,1,medium,0.4562,medium
suspicious_login,0.0,0.534,3,0,medium,0.5576,medium
data_exfil,0.2966,0.1194,8,0,low,0.6388,low
brute_force,0.2024,0.4024,5,0,low,0.8424,low
other,0.5655,0.5074,13,0,low,0.3087,medium
malware,0.1225,0.3427,6,0,high,0.6703,high
malware,0.2946,0.4848,3,0,medium,0.1821,medium
brute_force,0.2039,0.0143,1,0,medium,0.4603,low
malware,0.3623,0.3548,4,0,medium,0.7936,medium
suspicious_login,0.3746,0.5218,2,0,medium,0.6848,medium
malware,0.0,0.1653,1,0,high,0.5724,high
other,0.1664,0.4289,1,0,medium,0.7542,low
suspicious_login,0.4813,0.4286,4,1,low,0.8362,high
malware,0.356,0.1276,7,0,medium,0.9301,medium
data_exfil,0.6777,0.7601,4,0,low,0.3005,medium
other,0.3827,0.2903,0,0,high,0.7407,medium
brute_force,0.0,0.0,2,1,medium,0.2555,medium
malware,0.1189,0.0,3,0,low,0.5074,low
data_exfil,0.7113,0.387,4,0,low,0.4749,high
suspicious_login,0.0,0.0553,4,0,medium,0.8409,low
data_exfil,0.3145,0.1179,6,0,low,0.4203,low
suspicious_login,0.0,0.0,5,0,low,0.6048,low
data_exfil,0.0687,0.0,3,1,medium,0.3223,medium
suspicious_login,0.3956,0.3038,11,1,medium,0.1594,high
malware,0.678,0.4197,10,0,high,0.6071,high
other,0.2134,0.4295,15,0,medium,0.8432,high
suspicious_login,0.332,0.1882,11,0,high,0.5403,high
other,0.2699,0.2074,15,0,low,0.6942,low
malware,0.0152,0.0,3,0,medium,0.4189,medium
suspicious_login,0.1052,0.1807,19,1,low,0.351,low
suspicious_login,0.8626,0.5763,1,0,low,0.4293,medium
brute_force,0.2201,0.2417,0,1,low,0.5852,medium
suspicious_login,0.4349,0.3993,1,1,low,0.5097,medium
malware,0.2927,0.4005,1,0,low,0.9562,low
data_exfil,0.4523,0.5383,1,0,high,0.8118,medium
other,0.0,0.0393,4,0,high,0.5554,high
data_exfil,0.089,0.1577,4,1,low,0.3117,high
suspicious_login,0.3223,0.0,10,0,medium,0.6008,medium
data_exfil,0.0598,0.2819,15,0,high,0.5087,medium
brute_force,0.1527,0.0,3,0,high,0.4502,high
other,0.2876,0.3147,1,0,medium,0.8417,low
brute_force,0.1444,0.0035,10,0,low,0.9628,low
other,0.365,0.1987,0,0,low,0.5503,low
brute_force,0.1721,0.2806,2,0,medium,0.505,low
malware,0.1907,0.2049,1,0,medium,0.7698,low
malware,0.532,0.5368,4,0,medium,0.541,high
suspicious_login,0.1803,0.3409,9,0,medium,0.6115,medium
malware,0.5081,0.3717,6,1,high,0.8536,high
brute_force,0.0453,0.3393,4,0,low,0.7743,low
other,0.0,0.369,8,0,medium,0.3868,high
malware,0.0239,0.2731,3,0,low,0.7501,low
brute_force,0.5881,0.2975,13,0,low,0.4163,medium
data_exfil,0.1531,0.1236,3,0,low,0.3917,medium
data_exfil,0.4376,0.5075,2,0,high,0.8736,medium
data_exfil,0.1132,0.1333,16,0,medium,0.3926,medium
malware,0.3436,0.0872,12,0,medium,0.8283,medium
brute_force,0.3112,0.0,3,0,high,0.6408,high
other,0.3573,0.3972,0,0,high,0.4624,medium
other,0.4569,0.2373,0,0,low,0.4705,low
suspicious_login,0.4954,0.6403,4,0,medium,0.8015,medium
malware,0.6227,0.7095,3,0,medium,0.6612,medium
malware,0.0,0.2484,13,0,low,0.899,low
data_exfil,0.4024,0.4613,2,0,medium,0.8421,medium
malware,0.5683,0.7064,0,0,medium,0.4802,medium
malware,0.3692,0.3721,4,0,medium,0.5011,medium
other,0.632,0.2732,1,0,medium,0.7246,low
other,0.4513,0.4413,3,0,medium,0.5207,medium
data_exfil,0.2601,0.2164,1,0,high,0.7357,medium
malware,0.2813,0.4094,2,0,medium,0.5635,medium
malware,0.1413,0.3211,2,1,medium,0.5354,medium
malware,0.5294,0.4287,2,1,medium,0.6873,medium
brute_force,0.0104,0.5166,1,0,low,0.4899,low
brute_force,0.0929,0.4488,11,0,medium,0.7899,medium
suspicious_login,0.0714,0.3799,5,0,low,0.456,low
brute_force,0.1536,0.1547,14,0,low,0.7104,low
other,0.0612,0.0185,2,0,low,0.7779,low
suspicious_login,0.3387,0.3026,0,0,low,0.4225,low
suspicious_login,0.3274,0.4293,1,0,low,0.867,low
brute_force,0.148,0.0329,10,0,low,0.7155,low
brute_force,0.1549,0.1313,3,0,medium,0.3505,medium
suspicious_login,0.0153,0.2689,3,0,low,0.8028,low
malware,0.2874,0.2327,1,0,medium,0.6194,medium
brute_force,0.0,0.0,1,0,medium,0.6271,low
data_exfil,0.3412,0.3024,10,0,low,0.6483,low
data_exfil,0.3986,0.2379,14,1,high,0.3257,high
suspicious_login,0.0969,0.2378,5,0,medium,0.4991,medium
brute_force,0.2196,0.2149,14,0,low,0.6202,low
malware,0.369,0.632,12,1,high,0.5276,high
other,0.0,0.0795,0,0,low,0.6776,low
data_exfil,0.2708,0.4235,3,1,medium,0.4882,high
brute_force,0.241,0.3924,5,1,medium,0.5874,high
other,0.6281,0.7648,2,0,high,0.8707,high
brute_force,0.5788,0.659,0,0,low,0.7043,low
suspicious_login,0.0415,0.1895,2,0,high,0.6996,medium
data_exfil,0.3534,0.0,3,0,medium,0.3097,medium
brute_force,0.0,0.1642,3,0,low,0.408,low
suspicious_login,0.0,0.5529,9,0,medium,0.5955,medium
malware,0.0098,0.1185,0,0,low,0.8921,low
other,0.3182,0.2293,1,0,high,0.8125,medium
suspicious_login,0.3345,0.1872,9,0,high,0.6642,high
brute_force,0.6018,0.5335,15,0,high,0.6929,high
malware,0.3224,0.3776,2,0,high,0.6439,high
data_exfil,0.4238,0.5948,2,0,high,0.6412,high
data_exfil,0.2299,0.3311,2,0,medium,0.4838,medium
suspicious_login,0.4238,0.0,2,0,medium,0.8001,low
other,0.5322,0.4364,1,0,high,0.5317,high
other,0.0579,0.0623,4,1,medium,0.5761,medium
other,0.008,0.1621,1,0,medium,0.7368,low
data_exfil,0.2838,0.4228,2,0,medium,0.6546,medium
suspicious_login,0.43,0.4067,1,1,medium,0.8476,medium
brute_force,0.618,0.3906,3,0,medium,0.5273,medium
data_exfil,0.5344,0.5888,1,0,low,0.7336,medium
suspicious_login,0.2279,0.5155,4,0,low,0.9359,low
brute_force,0.6139,0.4584,1,0,medium,0.6917,medium
suspicious_login,0.0514,0.0,1,0,high,0.3522,medium
data_exfil,0.2805,0.1853,2,0,low,0.6374,low
brute_force,0.3272,0.2035,3,0,medium,0.5184,medium
suspicious_login,0.2289,0.1553,1,0,low,0.9636,low
malware,0.8318,0.9478,2,0,medium,0.4722,medium
data_exfil,0.2173,0.4189,3,0,medium,0.7095,medium
brute_force,0.6392,0.4525,1,0,medium,0.4622,medium
other,0.1654,0.2272,1,0,high,0.2851,high
malware,0.3003,0.0957,0,1,medium,0.8796,medium
other,0.2586,0.4882,1,0,low,0.6722,low
malware,0.1785,0.2365,1,0,low,0.2582,low
brute_force,0.4705,0.3117,2,0,medium,0.6104,medium
other,0.3369,0.4762,2,0,medium,0.1577,medium
brute_force,0.1509,0.0,1,0,low,0.2147,low
malware,0.3669,0.0604,6,0,low,0.7439,low
brute_force,0.2811,0.6113,0,0,medium,0.8251,low
malware,0.1295,0.456,10,1,medium,0.8344,medium
brute_force,0.4763,0.2236,3,1,high,0.5597,high
other,0.0987,0.3374,2,0,medium,0.8581,low
other,0.3118,0.4202,10,0,medium,0.8727,medium
suspicious_login,0.1787,0.0883,3,0,medium,0.5495,medium
data_exfil,0.3344,0.3451,1,0,high,0.709,medium
other,0.5267,0.2806,5,0,medium,0.4927,medium
brute_force,0.2827,0.1422,2,0,medium,0.9576,low
malware,0.5034,0.1758,15,0,low,0.4716,low
suspicious_login,0.3855,0.2914,3,0,high,0.7135,high
malware,0.5983,0.7284,2,0,low,0.5745,low
malware,0.0285,0.2535,2,0,medium,0.4633,low
data_exfil,0.6279,0.6826,2,0,low,0.7416,medium
brute_force,0.1231,0.1655,1,0,medium,0.5104,low
other,0.1682,0.0196,2,0,high,0.5684,medium
malware,0.0,0.3875,2,0,low,0.5892,low
brute_force,0.0793,0.3658,4,0,medium,0.7371,medium
other,0.3678,0.3811,7,0,high,0.4856,high
suspicious_login,0.2084,0.2473,4,0,low,0.5493,low
malware,0.0493,0.0797,1,0,high,0.394,low
data_exfil,0.2251,0.3187,3,0,medium,0.502,medium
malware,0.1079,0.0,5,0,low,0.5774,low
data_exfil,0.2346,0.3761,3,0,medium,0.7936,low
suspicious_login,0.0808,0.2963,6,0,low,0.6218,low
other,0.3812,0.5983,1,0,high,0.7136,high
data_exfil,0.137,0.2722,15,0,low,0.5609,low
malware,0.4416,0.3044,2,0,medium,0.303,medium
malware,0.5327,0.4013,3,0,medium,0.8203,medium
data_exfil,0.0726,0.3839,3,1,low,0.6852,low
malware,0.3521,0.4207,0,0,low,0.4901,low
data_exfil,0.7282,0.1728,3,0,low,0.4755,medium
other,0.1119,0.038,0,0,medium,0.583,low
malware,0.1867,0.0025,11,0,low,0.5233,low
data_exfil,0.0,0.1854,0,1,low,0.3285,low
data_exfil,0.1354,0.2303,0,0,medium,0.6955,low
malware,0.1893,0.3846,11,0,medium,0.6093,medium
brute_force,0.5447,0.3343,7,1,low,0.2291,medium
brute_force,0.543,0.5607,2,1,high,0.3948,high
data_exfil,0.1298,0.0772,2,1,medium,0.8947,high
other,0.617,0.781,2,0,high,0.7944,medium
malware,0.2633,0.238,1,1,low,0.4162,low
suspicious_login,0.5185,0.4801,7,0,low,0.9625,medium
brute_force,0.0103,0.0,4,0,medium,0.3827,medium
other,0.1437,0.1132,5,0,low,0.7039,low
other,0.485,0.3861,0,0,medium,0.6104,medium
suspicious_login,0.5414,0.6859,0,0,low,0.9468,low
data_exfil,0.0,0.1643,1,0,medium,0.7672,low
data_exfil,0.2067,0.1288,3,0,low,0.8432,low
data_exfil,0.0615,0.1893,8,1,medium,0.57,medium
other,0.1271,0.2697,15,0,medium,0.5853,medium
other,0.5616,0.4017,6,0,high,0.599,medium
malware,0.2154,0.2192,3,0,high,0.8497,high
data_exfil,0.1937,0.1913,1,0,high,0.5336,medium
malware,0.3687,0.282,6,0,medium,0.5246,medium
malware,0.3979,0.305,12,0,low,0.7953,low
other,0.3788,0.7018,12,0,medium,0.8513,medium
